edge_config,mode,node_type,cluster_id,n_sources,cluster_size,nodes_with_sources,source_coverage_pct
0.8,single_risk,all_concepts,27,122,227,227,100.0
0.8,single_risk,all_concepts,28,54,134,134,100.0
0.8,single_risk,all_concepts,0,174,197,197,100.0
0.8,single_risk,all_concepts,17,572,1660,1660,100.0
0.8,single_risk,all_concepts,26,57,81,81,100.0
0.8,single_risk,all_concepts,20,40,92,92,100.0
0.8,single_risk,all_concepts,36,98,159,159,100.0
0.8,single_risk,all_concepts,24,136,213,213,100.0
0.8,single_risk,all_concepts,29,80,88,88,100.0
0.8,single_risk,all_concepts,32,16,21,21,100.0
0.8,single_risk,all_concepts,31,42,43,43,100.0
0.8,single_risk,all_concepts,39,14,48,48,100.0
0.8,single_risk,all_concepts,38,11,11,11,100.0
0.8,single_risk,all_concepts,37,13,31,31,100.0
0.8,monotonic,all_concepts,8,440,1312,1312,100.0
0.8,monotonic,all_concepts,5,785,1244,1244,100.0
0.8,monotonic,all_concepts,0,1027,3029,3029,100.0
0.8,monotonic,all_concepts,35,58,113,113,100.0
0.8,monotonic,all_concepts,15,178,371,371,100.0
0.8,monotonic,all_concepts,9,208,476,476,100.0
0.8,monotonic,all_concepts,2,694,906,906,100.0
0.8,monotonic,all_concepts,3,268,567,567,100.0
0.8,monotonic,all_concepts,11,203,357,357,100.0
0.8,monotonic,all_concepts,37,230,306,306,100.0
0.8,monotonic,all_concepts,1,466,638,638,100.0
0.8,monotonic,all_concepts,19,608,750,750,100.0
0.8,monotonic,all_concepts,26,556,1150,1150,100.0
0.8,monotonic,all_concepts,16,730,1708,1708,100.0
0.8,monotonic,all_concepts,24,184,214,214,100.0
0.8,monotonic,all_concepts,23,228,254,254,100.0
0.8,monotonic,all_concepts,30,92,177,177,100.0
0.8,monotonic,all_concepts,10,539,989,989,100.0
0.8,monotonic,all_concepts,22,227,363,363,100.0
0.8,monotonic,all_concepts,14,434,853,853,100.0
0.8,monotonic,all_concepts,36,113,185,185,100.0
0.8,monotonic,all_concepts,32,66,180,180,100.0
0.8,monotonic,all_concepts,12,314,679,679,100.0
0.8,monotonic,all_concepts,7,263,517,517,100.0
0.8,monotonic,all_concepts,13,127,221,221,100.0
0.8,monotonic,all_concepts,6,566,1574,1574,100.0
0.8,monotonic,all_concepts,38,54,121,121,100.0
0.8,monotonic,all_concepts,4,260,345,345,100.0
0.8,monotonic,all_concepts,21,40,57,57,100.0
0.8,monotonic,all_concepts,17,41,96,96,100.0
0.8,monotonic,all_concepts,29,270,313,313,100.0
0.8,monotonic,all_concepts,33,76,109,109,100.0
0.8,monotonic,all_concepts,18,73,81,81,100.0
0.8,monotonic,all_concepts,25,14,19,19,100.0
0.8,monotonic,all_concepts,31,44,45,45,100.0
0.8,monotonic,all_concepts,20,15,49,49,100.0
0.8,monotonic,all_concepts,28,14,32,32,100.0
0.8,monotonic,all_concepts,39,17,22,22,100.0
0.8,monotonic,all_concepts,27,4,8,8,100.0
0.8,monotonic,all_concepts,34,5,14,14,100.0
0.8,both,all_concepts,2,610,1928,1928,100.0
0.8,both,all_concepts,22,237,521,521,100.0
0.8,both,all_concepts,1,316,738,738,100.0
0.8,both,all_concepts,8,582,734,734,100.0
0.8,both,all_concepts,31,436,733,733,100.0
0.8,both,all_concepts,4,697,1088,1088,100.0
0.8,both,all_concepts,25,100,159,159,100.0
0.8,both,all_concepts,14,479,886,886,100.0
0.8,both,all_concepts,24,243,278,278,100.0
0.8,both,all_concepts,6,905,1553,1553,100.0
0.8,both,all_concepts,0,249,497,497,100.0
0.8,both,all_concepts,13,553,1398,1398,100.0
0.8,both,all_concepts,11,327,391,391,100.0
0.8,both,all_concepts,17,116,206,206,100.0
0.8,both,all_concepts,20,492,959,959,100.0
0.8,both,all_concepts,23,78,116,116,100.0
0.8,both,all_concepts,3,384,840,840,100.0
0.8,both,all_concepts,5,277,600,600,100.0
0.8,both,all_concepts,16,361,892,892,100.0
0.8,both,all_concepts,7,453,1462,1462,100.0
0.8,both,all_concepts,12,144,287,287,100.0
0.8,both,all_concepts,36,160,179,179,100.0
0.8,both,all_concepts,28,90,93,93,100.0
0.8,both,all_concepts,39,91,111,111,100.0
0.8,both,all_concepts,32,187,224,224,100.0
0.8,both,all_concepts,19,87,164,164,100.0
0.8,both,all_concepts,10,237,377,377,100.0
0.8,both,all_concepts,9,236,520,520,100.0
0.8,both,all_concepts,26,38,89,89,100.0
0.8,both,all_concepts,27,45,58,58,100.0
0.8,both,all_concepts,38,35,74,74,100.0
0.8,both,all_concepts,15,193,261,261,100.0
0.8,both,all_concepts,30,51,112,112,100.0
0.8,both,all_concepts,18,92,140,140,100.0
0.8,both,all_concepts,35,134,272,272,100.0
0.8,both,all_concepts,29,39,55,55,100.0
0.8,both,all_concepts,34,42,42,42,100.0
0.8,both,all_concepts,21,81,107,107,100.0
0.8,both,all_concepts,33,5,13,13,100.0
0.8,both,all_concepts,37,14,48,48,100.0
0.85,unconstrained,all_concepts,12,147,281,281,100.0
0.85,unconstrained,all_concepts,1,349,808,808,100.0
0.85,unconstrained,all_concepts,11,389,699,699,100.0
0.85,unconstrained,all_concepts,21,289,618,618,100.0
0.85,unconstrained,all_concepts,8,652,804,804,100.0
0.85,unconstrained,all_concepts,33,52,85,85,100.0
0.85,unconstrained,all_concepts,19,251,332,332,100.0
0.85,unconstrained,all_concepts,28,98,155,155,100.0
0.85,unconstrained,all_concepts,0,490,913,913,100.0
0.85,unconstrained,all_concepts,10,512,647,647,100.0
0.85,unconstrained,all_concepts,35,215,253,253,100.0
0.85,unconstrained,all_concepts,14,524,1704,1704,100.0
0.85,unconstrained,all_concepts,9,314,477,477,100.0
0.85,unconstrained,all_concepts,4,220,452,452,100.0
0.85,unconstrained,all_concepts,15,467,1068,1068,100.0
0.85,unconstrained,all_concepts,24,308,590,590,100.0
0.85,unconstrained,all_concepts,38,178,375,375,100.0
0.85,unconstrained,all_concepts,3,495,1595,1595,100.0
0.85,unconstrained,all_concepts,18,112,140,140,100.0
0.85,unconstrained,all_concepts,7,737,981,981,100.0
0.85,unconstrained,all_concepts,13,304,413,413,100.0
0.85,unconstrained,all_concepts,17,341,915,915,100.0
0.85,unconstrained,all_concepts,36,128,265,265,100.0
0.85,unconstrained,all_concepts,26,222,501,501,100.0
0.85,unconstrained,all_concepts,29,153,175,175,100.0
0.85,unconstrained,all_concepts,2,200,217,217,100.0
0.85,unconstrained,all_concepts,32,97,217,217,100.0
0.85,unconstrained,all_concepts,16,299,583,583,100.0
0.85,unconstrained,all_concepts,37,134,180,180,100.0
0.85,unconstrained,all_concepts,34,435,1135,1135,100.0
0.85,unconstrained,all_concepts,5,257,634,634,100.0
0.85,unconstrained,all_concepts,20,253,557,557,100.0
0.85,unconstrained,all_concepts,30,13,18,18,100.0
0.85,unconstrained,all_concepts,6,101,241,241,100.0
0.85,unconstrained,all_concepts,23,28,68,68,100.0
0.85,unconstrained,all_concepts,22,32,54,54,100.0
0.85,unconstrained,all_concepts,27,107,119,119,100.0
0.85,unconstrained,all_concepts,31,48,48,48,100.0
0.85,unconstrained,all_concepts,39,10,32,32,100.0
0.85,unconstrained,all_concepts,25,3,9,9,100.0
0.85,single_risk,all_concepts,15,133,250,250,100.0
0.85,single_risk,all_concepts,3,162,467,467,100.0
0.85,single_risk,all_concepts,12,99,255,255,100.0
0.85,single_risk,all_concepts,21,466,596,596,100.0
0.85,single_risk,all_concepts,39,243,430,430,100.0
0.85,single_risk,all_concepts,38,45,72,72,100.0
0.85,single_risk,all_concepts,5,338,734,734,100.0
0.85,single_risk,all_concepts,6,337,683,683,100.0
0.85,single_risk,all_concepts,0,414,816,816,100.0
0.85,single_risk,all_concepts,10,389,497,497,100.0
0.85,single_risk,all_concepts,32,161,193,193,100.0
0.85,single_risk,all_concepts,33,495,1589,1589,100.0
0.85,single_risk,all_concepts,1,336,566,566,100.0
0.85,single_risk,all_concepts,11,294,617,617,100.0
0.85,single_risk,all_concepts,7,434,1053,1053,100.0
0.85,single_risk,all_concepts,17,206,430,430,100.0
0.85,single_risk,all_concepts,8,217,481,481,100.0
0.85,single_risk,all_concepts,9,316,625,625,100.0
0.85,single_risk,all_concepts,16,442,1383,1383,100.0
0.85,single_risk,all_concepts,14,380,633,633,100.0
0.85,single_risk,all_concepts,2,630,1556,1556,100.0
0.85,single_risk,all_concepts,19,170,468,468,100.0
0.85,single_risk,all_concepts,4,247,548,548,100.0
0.85,single_risk,all_concepts,27,120,252,252,100.0
0.85,single_risk,all_concepts,13,291,750,750,100.0
0.85,single_risk,all_concepts,29,81,86,86,100.0
0.85,single_risk,all_concepts,24,67,86,86,100.0
0.85,single_risk,all_concepts,28,90,195,195,100.0
0.85,single_risk,all_concepts,26,57,66,66,100.0
0.85,single_risk,all_concepts,23,24,68,68,100.0
0.85,single_risk,all_concepts,25,227,316,316,100.0
0.85,single_risk,all_concepts,20,36,100,100,100.0
0.85,single_risk,all_concepts,36,64,112,112,100.0
0.85,single_risk,all_concepts,18,108,125,125,100.0
0.85,single_risk,all_concepts,37,56,60,60,100.0
0.85,single_risk,all_concepts,34,20,50,50,100.0
0.85,single_risk,all_concepts,35,9,18,18,100.0
0.85,single_risk,all_concepts,30,19,25,25,100.0
0.85,single_risk,all_concepts,22,9,31,31,100.0
0.85,single_risk,all_concepts,31,34,34,34,100.0
0.85,monotonic,all_concepts,31,84,173,173,100.0
0.85,monotonic,all_concepts,30,147,388,388,100.0
0.85,monotonic,all_concepts,17,118,274,274,100.0
0.85,monotonic,all_concepts,20,484,593,593,100.0
0.85,monotonic,all_concepts,35,234,420,420,100.0
0.85,monotonic,all_concepts,14,269,383,383,100.0
0.85,monotonic,all_concepts,13,294,610,610,100.0
0.85,monotonic,all_concepts,9,354,584,584,100.0
0.85,monotonic,all_concepts,33,153,237,237,100.0
0.85,monotonic,all_concepts,8,442,531,531,100.0
0.85,monotonic,all_concepts,21,193,221,221,100.0
0.85,monotonic,all_concepts,11,510,1665,1665,100.0
0.85,monotonic,all_concepts,22,38,87,87,100.0
0.85,monotonic,all_concepts,24,418,966,966,100.0
0.85,monotonic,all_concepts,34,86,152,152,100.0
0.85,monotonic,all_concepts,5,312,668,668,100.0
0.85,monotonic,all_concepts,1,641,1082,1082,100.0
0.85,monotonic,all_concepts,18,258,458,458,100.0
0.85,monotonic,all_concepts,0,412,1321,1321,100.0
0.85,monotonic,all_concepts,4,461,1316,1316,100.0
0.85,monotonic,all_concepts,2,220,563,563,100.0
0.85,monotonic,all_concepts,19,293,780,780,100.0
0.85,monotonic,all_concepts,37,58,66,66,100.0
0.85,monotonic,all_concepts,23,66,148,148,100.0
0.85,monotonic,all_concepts,27,200,477,477,100.0
0.85,monotonic,all_concepts,32,82,84,84,100.0
0.85,monotonic,all_concepts,15,82,99,99,100.0
0.85,monotonic,all_concepts,10,126,227,227,100.0
0.85,monotonic,all_concepts,6,136,292,292,100.0
0.85,monotonic,all_concepts,3,50,106,106,100.0
0.85,monotonic,all_concepts,12,211,495,495,100.0
0.85,monotonic,all_concepts,26,113,136,136,100.0
0.85,monotonic,all_concepts,25,203,224,224,100.0
0.85,monotonic,all_concepts,16,29,83,83,100.0
0.85,monotonic,all_concepts,29,63,108,108,100.0
0.85,monotonic,all_concepts,38,8,22,22,100.0
0.85,monotonic,all_concepts,28,49,157,157,100.0
0.85,monotonic,all_concepts,36,33,61,61,100.0
0.85,monotonic,all_concepts,7,101,140,140,100.0
0.85,monotonic,all_concepts,39,9,31,31,100.0
0.85,both,all_concepts,18,87,167,167,100.0
0.85,both,all_concepts,26,134,385,385,100.0
0.85,both,all_concepts,10,110,278,278,100.0
0.85,both,all_concepts,33,421,522,522,100.0
0.85,both,all_concepts,11,257,465,465,100.0
0.85,both,all_concepts,15,278,622,622,100.0
0.85,both,all_concepts,20,240,520,520,100.0
0.85,both,all_concepts,3,363,735,735,100.0
0.85,both,all_concepts,12,439,557,557,100.0
0.85,both,all_concepts,6,515,1739,1739,100.0
0.85,both,all_concepts,5,411,974,974,100.0
0.85,both,all_concepts,36,95,168,168,100.0
0.85,both,all_concepts,23,369,849,849,100.0
0.85,both,all_concepts,4,568,1062,1062,100.0
0.85,both,all_concepts,24,280,768,768,100.0
0.85,both,all_concepts,2,463,1156,1156,100.0
0.85,both,all_concepts,8,274,717,717,100.0
0.85,both,all_concepts,39,151,411,411,100.0
0.85,both,all_concepts,16,257,646,646,100.0
0.85,both,all_concepts,21,41,46,46,100.0
0.85,both,all_concepts,28,90,199,199,100.0
0.85,both,all_concepts,13,174,426,426,100.0
0.85,both,all_concepts,27,71,73,73,100.0
0.85,both,all_concepts,9,62,84,84,100.0
0.85,both,all_concepts,31,136,158,158,100.0
0.85,both,all_concepts,0,240,479,479,100.0
0.85,both,all_concepts,1,101,191,191,100.0
0.85,both,all_concepts,25,197,258,258,100.0
0.85,both,all_concepts,32,65,141,141,100.0
0.85,both,all_concepts,7,76,173,173,100.0
0.85,both,all_concepts,38,31,88,88,100.0
0.85,both,all_concepts,17,49,88,88,100.0
0.85,both,all_concepts,30,49,155,155,100.0
0.85,both,all_concepts,14,115,147,147,100.0
0.85,both,all_concepts,37,44,46,46,100.0
0.85,both,all_concepts,19,13,32,32,100.0
0.85,both,all_concepts,35,9,14,14,100.0
0.85,both,all_concepts,29,9,18,18,100.0
0.85,both,all_concepts,22,9,31,31,100.0
0.85,both,all_concepts,34,4,11,11,100.0
0.9,unconstrained,all_concepts,29,116,281,281,100.0
0.9,unconstrained,all_concepts,24,114,285,285,100.0
0.9,unconstrained,all_concepts,13,240,514,514,100.0
0.9,unconstrained,all_concepts,18,146,391,391,100.0
0.9,unconstrained,all_concepts,8,174,350,350,100.0
0.9,unconstrained,all_concepts,10,290,384,384,100.0
0.9,unconstrained,all_concepts,2,265,527,527,100.0
0.9,unconstrained,all_concepts,16,322,449,449,100.0
0.9,unconstrained,all_concepts,9,341,792,792,100.0
0.9,unconstrained,all_concepts,3,44,102,102,100.0
0.9,unconstrained,all_concepts,36,250,703,703,100.0
0.9,unconstrained,all_concepts,5,109,222,222,100.0
0.9,unconstrained,all_concepts,26,238,646,646,100.0
0.9,unconstrained,all_concepts,11,432,1224,1224,100.0
0.9,unconstrained,all_concepts,14,256,605,605,100.0
0.9,unconstrained,all_concepts,4,142,270,270,100.0
0.9,unconstrained,all_concepts,7,265,714,714,100.0
0.9,unconstrained,all_concepts,0,323,871,871,100.0
0.9,unconstrained,all_concepts,22,393,475,475,100.0
0.9,unconstrained,all_concepts,15,52,170,170,100.0
0.9,unconstrained,all_concepts,34,244,720,720,100.0
0.9,unconstrained,all_concepts,21,72,78,78,100.0
0.9,unconstrained,all_concepts,25,150,193,193,100.0
0.9,unconstrained,all_concepts,17,126,252,252,100.0
0.9,unconstrained,all_concepts,38,37,85,85,100.0
0.9,unconstrained,all_concepts,12,277,810,810,100.0
0.9,unconstrained,all_concepts,1,188,321,321,100.0
0.9,unconstrained,all_concepts,35,100,290,290,100.0
0.9,unconstrained,all_concepts,27,114,121,121,100.0
0.9,unconstrained,all_concepts,23,19,56,56,100.0
0.9,unconstrained,all_concepts,6,115,270,270,100.0
0.9,unconstrained,all_concepts,20,12,41,41,100.0
0.9,unconstrained,all_concepts,19,116,276,276,100.0
0.9,unconstrained,all_concepts,30,28,50,50,100.0
0.9,unconstrained,all_concepts,39,4,16,16,100.0
0.9,unconstrained,all_concepts,32,21,23,23,100.0
0.9,unconstrained,all_concepts,33,39,39,39,100.0
0.9,unconstrained,all_concepts,31,7,16,16,100.0
0.9,unconstrained,all_concepts,28,16,41,41,100.0
0.9,unconstrained,all_concepts,37,2,14,14,100.0
0.9,single_risk,all_concepts,1,212,383,383,100.0
0.9,single_risk,all_concepts,10,158,421,421,100.0
0.9,single_risk,all_concepts,15,96,250,250,100.0
0.9,single_risk,all_concepts,13,132,378,378,100.0
0.9,single_risk,all_concepts,27,43,128,128,100.0
0.9,single_risk,all_concepts,9,246,498,498,100.0
0.9,single_risk,all_concepts,19,196,268,268,100.0
0.9,single_risk,all_concepts,18,341,975,975,100.0
0.9,single_risk,all_concepts,14,380,457,457,100.0
0.9,single_risk,all_concepts,38,252,758,758,100.0
0.9,single_risk,all_concepts,7,115,231,231,100.0
0.9,single_risk,all_concepts,0,305,855,855,100.0
0.9,single_risk,all_concepts,22,358,1122,1122,100.0
0.9,single_risk,all_concepts,28,187,422,422,100.0
0.9,single_risk,all_concepts,29,189,488,488,100.0
0.9,single_risk,all_concepts,25,190,514,514,100.0
0.9,single_risk,all_concepts,6,236,513,513,100.0
0.9,single_risk,all_concepts,32,48,167,167,100.0
0.9,single_risk,all_concepts,26,173,487,487,100.0
0.9,single_risk,all_concepts,8,43,54,54,100.0
0.9,single_risk,all_concepts,11,153,182,182,100.0
0.9,single_risk,all_concepts,24,100,115,115,100.0
0.9,single_risk,all_concepts,16,183,284,284,100.0
0.9,single_risk,all_concepts,17,175,435,435,100.0
0.9,single_risk,all_concepts,3,160,306,306,100.0
0.9,single_risk,all_concepts,37,184,501,501,100.0
0.9,single_risk,all_concepts,5,181,252,252,100.0
0.9,single_risk,all_concepts,36,82,244,244,100.0
0.9,single_risk,all_concepts,30,64,132,132,100.0
0.9,single_risk,all_concepts,2,37,106,106,100.0
0.9,single_risk,all_concepts,4,178,312,312,100.0
0.9,single_risk,all_concepts,20,12,36,36,100.0
0.9,single_risk,all_concepts,12,120,288,288,100.0
0.9,single_risk,all_concepts,23,22,36,36,100.0
0.9,single_risk,all_concepts,39,4,16,16,100.0
0.9,single_risk,all_concepts,21,70,137,137,100.0
0.9,single_risk,all_concepts,34,15,32,32,100.0
0.9,single_risk,all_concepts,35,4,13,13,100.0
0.9,single_risk,all_concepts,33,24,24,24,100.0
0.9,single_risk,all_concepts,31,7,16,16,100.0
0.9,monotonic,all_concepts,23,58,159,159,100.0
0.9,monotonic,all_concepts,10,150,414,414,100.0
0.9,monotonic,all_concepts,22,85,224,224,100.0
0.9,monotonic,all_concepts,2,151,414,414,100.0
0.9,monotonic,all_concepts,25,46,135,135,100.0
0.9,monotonic,all_concepts,20,250,341,341,100.0
0.9,monotonic,all_concepts,36,212,428,428,100.0
0.9,monotonic,all_concepts,16,226,487,487,100.0
0.9,monotonic,all_concepts,28,224,487,487,100.0
0.9,monotonic,all_concepts,5,399,1179,1179,100.0
0.9,monotonic,all_concepts,0,31,68,68,100.0
0.9,monotonic,all_concepts,9,211,583,583,100.0
0.9,monotonic,all_concepts,34,73,134,134,100.0
0.9,monotonic,all_concepts,1,389,1192,1192,100.0
0.9,monotonic,all_concepts,18,272,792,792,100.0
0.9,monotonic,all_concepts,27,214,536,536,100.0
0.9,monotonic,all_concepts,15,186,511,511,100.0
0.9,monotonic,all_concepts,4,280,764,764,100.0
0.9,monotonic,all_concepts,14,400,477,477,100.0
0.9,monotonic,all_concepts,33,43,161,161,100.0
0.9,monotonic,all_concepts,13,271,733,733,100.0
0.9,monotonic,all_concepts,26,51,62,62,100.0
0.9,monotonic,all_concepts,11,113,123,123,100.0
0.9,monotonic,all_concepts,17,173,298,298,100.0
0.9,monotonic,all_concepts,19,129,345,345,100.0
0.9,monotonic,all_concepts,6,138,277,277,100.0
0.9,monotonic,all_concepts,3,191,258,258,100.0
0.9,monotonic,all_concepts,30,80,243,243,100.0
0.9,monotonic,all_concepts,8,61,69,69,100.0
0.9,monotonic,all_concepts,37,22,22,22,100.0
0.9,monotonic,all_concepts,12,75,174,174,100.0
0.9,monotonic,all_concepts,24,34,90,90,100.0
0.9,monotonic,all_concepts,7,100,206,206,100.0
0.9,monotonic,all_concepts,21,26,45,45,100.0
0.9,monotonic,all_concepts,39,4,16,16,100.0
0.9,monotonic,all_concepts,29,18,36,36,100.0
0.9,monotonic,all_concepts,38,5,11,11,100.0
0.9,monotonic,all_concepts,35,31,58,58,100.0
0.9,monotonic,all_concepts,32,8,25,25,100.0
0.9,monotonic,all_concepts,31,29,29,29,100.0
0.9,both,all_concepts,33,55,145,145,100.0
0.9,both,all_concepts,4,137,430,430,100.0
0.9,both,all_concepts,15,250,553,553,100.0
0.9,both,all_concepts,10,133,369,369,100.0
0.9,both,all_concepts,22,52,151,151,100.0
0.9,both,all_concepts,20,214,314,314,100.0
0.9,both,all_concepts,16,214,436,436,100.0
0.9,both,all_concepts,2,245,555,555,100.0
0.9,both,all_concepts,19,293,668,668,100.0
0.9,both,all_concepts,12,367,433,433,100.0
0.9,both,all_concepts,32,210,552,552,100.0
0.9,both,all_concepts,1,172,349,349,100.0
0.9,both,all_concepts,14,230,614,614,100.0
0.9,both,all_concepts,7,364,1167,1167,100.0
0.9,both,all_concepts,18,195,495,495,100.0
0.9,both,all_concepts,11,174,487,487,100.0
0.9,both,all_concepts,3,303,899,899,100.0
0.9,both,all_concepts,38,142,241,241,100.0
0.9,both,all_concepts,26,43,158,158,100.0
0.9,both,all_concepts,0,270,717,717,100.0
0.9,both,all_concepts,17,42,52,52,100.0
0.9,both,all_concepts,37,39,40,40,100.0
0.9,both,all_concepts,39,84,95,95,100.0
0.9,both,all_concepts,9,145,310,310,100.0
0.9,both,all_concepts,6,217,658,658,100.0
0.9,both,all_concepts,29,182,238,238,100.0
0.9,both,all_concepts,8,84,253,253,100.0
0.9,both,all_concepts,28,52,55,55,100.0
0.9,both,all_concepts,5,83,201,201,100.0
0.9,both,all_concepts,25,66,180,180,100.0
0.9,both,all_concepts,24,12,40,40,100.0
0.9,both,all_concepts,21,22,36,36,100.0
0.9,both,all_concepts,30,68,101,101,100.0
0.9,both,all_concepts,23,4,16,16,100.0
0.9,both,all_concepts,13,82,179,179,100.0
0.9,both,all_concepts,35,16,38,38,100.0
0.9,both,all_concepts,27,19,19,19,100.0
0.9,both,all_concepts,36,45,61,61,100.0
0.9,both,all_concepts,34,18,42,42,100.0
0.9,both,all_concepts,31,17,17,17,100.0
0.95,unconstrained,all_concepts,21,170,306,306,100.0
0.95,unconstrained,all_concepts,10,125,348,348,100.0
0.95,unconstrained,all_concepts,11,65,177,177,100.0
0.95,unconstrained,all_concepts,1,126,378,378,100.0
0.95,unconstrained,all_concepts,25,34,120,120,100.0
0.95,unconstrained,all_concepts,33,198,427,427,100.0
0.95,unconstrained,all_concepts,4,331,447,447,100.0
0.95,unconstrained,all_concepts,0,430,1427,1427,100.0
0.95,unconstrained,all_concepts,38,9,18,18,100.0
0.95,unconstrained,all_concepts,13,378,457,457,100.0
0.95,unconstrained,all_concepts,9,305,1017,1017,100.0
0.95,unconstrained,all_concepts,26,90,168,168,100.0
0.95,unconstrained,all_concepts,14,232,615,615,100.0
0.95,unconstrained,all_concepts,24,217,496,496,100.0
0.95,unconstrained,all_concepts,6,232,495,495,100.0
0.95,unconstrained,all_concepts,19,178,491,491,100.0
0.95,unconstrained,all_concepts,7,246,601,601,100.0
0.95,unconstrained,all_concepts,16,210,735,735,100.0
0.95,unconstrained,all_concepts,39,129,379,379,100.0
0.95,unconstrained,all_concepts,20,127,271,271,100.0
0.95,unconstrained,all_concepts,5,181,371,371,100.0
0.95,unconstrained,all_concepts,18,69,236,236,100.0
0.95,unconstrained,all_concepts,15,84,186,186,100.0
0.95,unconstrained,all_concepts,8,79,120,120,100.0
0.95,unconstrained,all_concepts,34,41,56,56,100.0
0.95,unconstrained,all_concepts,17,38,84,84,100.0
0.95,unconstrained,all_concepts,35,109,138,138,100.0
0.95,unconstrained,all_concepts,2,173,484,484,100.0
0.95,unconstrained,all_concepts,12,83,158,158,100.0
0.95,unconstrained,all_concepts,3,121,294,294,100.0
0.95,unconstrained,all_concepts,27,22,42,42,100.0
0.95,unconstrained,all_concepts,30,36,66,66,100.0
0.95,unconstrained,all_concepts,23,4,16,16,100.0
0.95,unconstrained,all_concepts,29,43,94,94,100.0
0.95,unconstrained,all_concepts,22,18,39,39,100.0
0.95,unconstrained,all_concepts,28,19,22,22,100.0
0.95,unconstrained,all_concepts,37,21,80,80,100.0
0.95,unconstrained,all_concepts,31,6,15,15,100.0
0.95,unconstrained,all_concepts,36,1,7,7,100.0
0.95,unconstrained,all_concepts,32,1,3,3,100.0
0.95,single_risk,all_concepts,14,154,285,285,100.0
0.95,single_risk,all_concepts,0,132,400,400,100.0
0.95,single_risk,all_concepts,5,71,187,187,100.0
0.95,single_risk,all_concepts,25,129,367,367,100.0
0.95,single_risk,all_concepts,35,43,139,139,100.0
0.95,single_risk,all_concepts,28,177,383,383,100.0
0.95,single_risk,all_concepts,17,170,253,253,100.0
0.95,single_risk,all_concepts,2,423,1045,1045,100.0
0.95,single_risk,all_concepts,20,386,464,464,100.0
0.95,single_risk,all_concepts,4,273,927,927,100.0
0.95,single_risk,all_concepts,27,71,132,132,100.0
0.95,single_risk,all_concepts,33,145,358,358,100.0
0.95,single_risk,all_concepts,7,188,537,537,100.0
0.95,single_risk,all_concepts,13,173,488,488,100.0
0.95,single_risk,all_concepts,6,279,764,764,100.0
0.95,single_risk,all_concepts,1,190,366,366,100.0
0.95,single_risk,all_concepts,15,201,713,713,100.0
0.95,single_risk,all_concepts,38,164,491,491,100.0
0.95,single_risk,all_concepts,12,135,235,235,100.0
0.95,single_risk,all_concepts,11,96,223,223,100.0
0.95,single_risk,all_concepts,10,278,835,835,100.0
0.95,single_risk,all_concepts,19,65,98,98,100.0
0.95,single_risk,all_concepts,36,28,66,66,100.0
0.95,single_risk,all_concepts,9,95,196,196,100.0
0.95,single_risk,all_concepts,39,76,257,257,100.0
0.95,single_risk,all_concepts,26,47,70,70,100.0
0.95,single_risk,all_concepts,32,54,73,73,100.0
0.95,single_risk,all_concepts,30,19,64,64,100.0
0.95,single_risk,all_concepts,18,112,227,227,100.0
0.95,single_risk,all_concepts,8,115,222,222,100.0
0.95,single_risk,all_concepts,21,12,38,38,100.0
0.95,single_risk,all_concepts,29,9,14,14,100.0
0.95,single_risk,all_concepts,3,143,354,354,100.0
0.95,single_risk,all_concepts,24,30,59,59,100.0
0.95,single_risk,all_concepts,23,4,16,16,100.0
0.95,single_risk,all_concepts,22,155,213,213,100.0
0.95,single_risk,all_concepts,16,35,57,57,100.0
0.95,single_risk,all_concepts,31,19,22,22,100.0
0.95,single_risk,all_concepts,37,55,71,71,100.0
0.95,single_risk,all_concepts,34,21,26,26,100.0
0.95,monotonic,all_concepts,11,242,506,506,100.0
0.95,monotonic,all_concepts,3,188,414,414,100.0
0.95,monotonic,all_concepts,14,98,309,309,100.0
0.95,monotonic,all_concepts,15,66,173,173,100.0
0.95,monotonic,all_concepts,10,124,367,367,100.0
0.95,monotonic,all_concepts,36,36,123,123,100.0
0.95,monotonic,all_concepts,28,183,397,397,100.0
0.95,monotonic,all_concepts,32,156,203,203,100.0
0.95,monotonic,all_concepts,0,352,1127,1127,100.0
0.95,monotonic,all_concepts,30,46,104,104,100.0
0.95,monotonic,all_concepts,4,322,1042,1042,100.0
0.95,monotonic,all_concepts,21,73,133,133,100.0
0.95,monotonic,all_concepts,29,276,982,982,100.0
0.95,monotonic,all_concepts,12,161,385,385,100.0
0.95,monotonic,all_concepts,38,139,394,394,100.0
0.95,monotonic,all_concepts,1,289,496,496,100.0
0.95,monotonic,all_concepts,20,81,193,193,100.0
0.95,monotonic,all_concepts,9,407,493,493,100.0
0.95,monotonic,all_concepts,27,41,150,150,100.0
0.95,monotonic,all_concepts,7,233,629,629,100.0
0.95,monotonic,all_concepts,13,116,176,176,100.0
0.95,monotonic,all_concepts,25,132,192,192,100.0
0.95,monotonic,all_concepts,8,105,257,257,100.0
0.95,monotonic,all_concepts,2,210,517,517,100.0
0.95,monotonic,all_concepts,18,82,264,264,100.0
0.95,monotonic,all_concepts,16,44,69,69,100.0
0.95,monotonic,all_concepts,22,63,179,179,100.0
0.95,monotonic,all_concepts,6,202,365,365,100.0
