edge_config,mode,cluster_id,cluster_size,n_interventions,design_count,training_count,deployment_count,design_pct,training_pct,deployment_pct,dominant_stage
0.9,monotonic,35,81,81,77,2,2,0.9506172839506173,0.024691358024691357,0.024691358024691357,Design
0.9,monotonic,8,87,87,55,25,7,0.632183908045977,0.28735632183908044,0.08045977011494253,Design
0.9,monotonic,9,76,76,2,6,68,0.02631578947368421,0.07894736842105263,0.8947368421052632,Deployment
0.9,monotonic,30,15,15,0,0,15,0.0,0.0,1.0,Deployment
0.9,monotonic,21,31,31,5,3,23,0.16129032258064516,0.0967741935483871,0.7419354838709677,Deployment
0.9,monotonic,4,94,94,13,14,67,0.13829787234042554,0.14893617021276595,0.7127659574468085,Deployment
0.9,monotonic,22,183,183,9,5,169,0.04918032786885246,0.0273224043715847,0.9234972677595629,Deployment
0.9,monotonic,18,60,60,6,1,53,0.1,0.016666666666666666,0.8833333333333333,Deployment
0.9,monotonic,6,220,220,50,154,16,0.22727272727272727,0.7,0.07272727272727272,Training
0.9,monotonic,10,97,97,5,0,92,0.05154639175257732,0.0,0.9484536082474226,Deployment
0.9,monotonic,23,48,48,1,1,46,0.020833333333333332,0.020833333333333332,0.9583333333333334,Deployment
0.9,monotonic,24,182,182,11,6,165,0.06043956043956044,0.03296703296703297,0.9065934065934066,Deployment
0.9,monotonic,5,36,36,8,24,4,0.2222222222222222,0.6666666666666666,0.1111111111111111,Training
0.9,monotonic,12,25,25,17,5,3,0.68,0.2,0.12,Design
0.9,monotonic,17,44,44,32,10,2,0.7272727272727273,0.22727272727272727,0.045454545454545456,Design
0.9,monotonic,38,37,37,0,0,37,0.0,0.0,1.0,Deployment
0.9,monotonic,1,65,65,23,1,41,0.35384615384615387,0.015384615384615385,0.6307692307692307,Deployment
0.9,monotonic,37,43,43,5,0,38,0.11627906976744186,0.0,0.8837209302325582,Deployment
0.9,monotonic,13,175,175,12,0,163,0.06857142857142857,0.0,0.9314285714285714,Deployment
0.9,monotonic,16,62,62,20,23,19,0.3225806451612903,0.3709677419354839,0.3064516129032258,Training
0.9,monotonic,14,16,16,0,4,12,0.0,0.25,0.75,Deployment
0.9,monotonic,34,15,15,11,0,4,0.7333333333333333,0.0,0.26666666666666666,Design
0.9,monotonic,36,27,27,4,0,23,0.14814814814814814,0.0,0.8518518518518519,Deployment
0.9,monotonic,15,20,20,4,1,15,0.2,0.05,0.75,Deployment
0.9,monotonic,11,10,10,1,0,9,0.1,0.0,0.9,Deployment
0.9,monotonic,7,26,26,3,22,1,0.11538461538461539,0.8461538461538461,0.038461538461538464,Training
0.9,monotonic,32,15,15,0,0,15,0.0,0.0,1.0,Deployment
0.9,monotonic,20,18,18,3,15,0,0.16666666666666666,0.8333333333333334,0.0,Training
0.9,monotonic,2,17,17,13,4,0,0.7647058823529411,0.23529411764705882,0.0,Design
0.9,monotonic,31,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.9,monotonic,29,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.9,both,32,51,51,2,48,1,0.0392156862745098,0.9411764705882353,0.0196078431372549,Training
0.9,both,0,109,109,45,4,60,0.41284403669724773,0.03669724770642202,0.5504587155963303,Deployment
0.9,both,8,151,151,8,140,3,0.052980132450331126,0.9271523178807947,0.019867549668874173,Training
0.9,both,9,105,105,39,62,4,0.37142857142857144,0.5904761904761905,0.0380952380952381,Training
0.9,both,27,226,226,18,195,13,0.07964601769911504,0.8628318584070797,0.05752212389380531,Training
0.9,both,12,104,104,50,48,6,0.4807692307692308,0.46153846153846156,0.057692307692307696,Design
0.9,both,17,90,90,1,0,89,0.011111111111111112,0.0,0.9888888888888889,Deployment
0.9,both,21,38,38,32,2,4,0.8421052631578947,0.05263157894736842,0.10526315789473684,Design
0.9,both,34,81,81,77,2,2,0.9506172839506173,0.024691358024691357,0.024691358024691357,Design
0.9,both,30,81,81,48,28,5,0.5925925925925926,0.345679012345679,0.06172839506172839,Design
0.9,both,29,64,64,3,5,56,0.046875,0.078125,0.875,Deployment
0.9,both,26,23,23,3,3,17,0.13043478260869565,0.13043478260869565,0.7391304347826086,Deployment
0.9,both,16,99,99,6,1,92,0.06060606060606061,0.010101010101010102,0.9292929292929293,Deployment
0.9,both,4,104,104,18,17,69,0.17307692307692307,0.16346153846153846,0.6634615384615384,Deployment
0.9,both,1,184,184,9,5,170,0.04891304347826087,0.02717391304347826,0.9239130434782609,Deployment
0.9,both,20,77,77,5,3,69,0.06493506493506493,0.03896103896103896,0.8961038961038961,Deployment
0.9,both,6,73,73,35,24,14,0.4794520547945205,0.3287671232876712,0.1917808219178082,Design
0.9,both,18,61,61,26,32,3,0.4262295081967213,0.5245901639344263,0.04918032786885246,Training
0.9,both,3,105,105,5,0,100,0.047619047619047616,0.0,0.9523809523809523,Deployment
0.9,both,10,41,41,6,1,34,0.14634146341463414,0.024390243902439025,0.8292682926829268,Deployment
0.9,both,11,168,168,8,6,154,0.047619047619047616,0.03571428571428571,0.9166666666666666,Deployment
0.9,both,7,47,47,30,8,9,0.6382978723404256,0.1702127659574468,0.19148936170212766,Design
0.9,both,5,186,186,13,0,173,0.06989247311827956,0.0,0.9301075268817204,Deployment
0.9,both,14,71,71,25,2,44,0.352112676056338,0.028169014084507043,0.6197183098591549,Deployment
0.9,both,39,44,44,5,0,39,0.11363636363636363,0.0,0.8863636363636364,Deployment
0.9,both,2,159,159,11,0,148,0.06918238993710692,0.0,0.9308176100628931,Deployment
0.9,both,38,16,16,12,0,4,0.75,0.0,0.25,Design
0.9,both,15,100,100,12,83,5,0.12,0.83,0.05,Training
0.9,both,36,17,17,0,4,13,0.0,0.23529411764705882,0.7647058823529411,Deployment
0.9,both,28,27,27,4,2,21,0.14814814814814814,0.07407407407407407,0.7777777777777778,Deployment
0.9,both,13,25,25,8,15,2,0.32,0.6,0.08,Training
0.9,both,23,33,33,0,0,33,0.0,0.0,1.0,Deployment
0.9,both,25,18,18,0,16,2,0.0,0.8888888888888888,0.1111111111111111,Training
0.9,both,19,5,5,1,0,4,0.2,0.0,0.8,Deployment
0.9,both,33,26,26,3,22,1,0.11538461538461539,0.8461538461538461,0.038461538461538464,Training
0.9,both,31,18,18,3,15,0,0.16666666666666666,0.8333333333333334,0.0,Training
0.9,both,24,13,13,13,0,0,1.0,0.0,0.0,Design
0.9,both,22,7,7,1,0,6,0.14285714285714285,0.0,0.8571428571428571,Deployment
0.9,both,37,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.9,both,35,4,4,0,4,0,0.0,1.0,0.0,Training
0.95,unconstrained,18,173,173,16,150,7,0.09248554913294797,0.8670520231213873,0.04046242774566474,Training
0.95,unconstrained,10,69,69,39,4,26,0.5652173913043478,0.057971014492753624,0.37681159420289856,Design
0.95,unconstrained,0,149,149,8,136,5,0.053691275167785234,0.912751677852349,0.03355704697986577,Training
0.95,unconstrained,1,104,104,38,57,9,0.36538461538461536,0.5480769230769231,0.08653846153846154,Training
0.95,unconstrained,28,109,109,45,57,7,0.41284403669724773,0.5229357798165137,0.06422018348623854,Training
0.95,unconstrained,12,202,202,9,0,193,0.04455445544554455,0.0,0.9554455445544554,Deployment
0.95,unconstrained,37,36,36,30,2,4,0.8333333333333334,0.05555555555555555,0.1111111111111111,Design
0.95,unconstrained,17,142,142,13,122,7,0.09154929577464789,0.8591549295774648,0.04929577464788732,Training
0.95,unconstrained,13,92,92,88,2,2,0.9565217391304348,0.021739130434782608,0.021739130434782608,Design
0.95,unconstrained,32,77,77,56,17,4,0.7272727272727273,0.22077922077922077,0.05194805194805195,Design
0.95,unconstrained,14,70,70,3,5,62,0.04285714285714286,0.07142857142857142,0.8857142857142857,Deployment
0.95,unconstrained,33,97,97,9,0,88,0.09278350515463918,0.0,0.9072164948453608,Deployment
0.95,unconstrained,34,26,26,4,4,18,0.15384615384615385,0.15384615384615385,0.6923076923076923,Deployment
0.95,unconstrained,39,62,62,3,2,57,0.04838709677419355,0.03225806451612903,0.9193548387096774,Deployment
0.95,unconstrained,8,103,103,18,16,69,0.17475728155339806,0.1553398058252427,0.6699029126213593,Deployment
0.95,unconstrained,2,188,188,9,7,172,0.047872340425531915,0.03723404255319149,0.9148936170212766,Deployment
0.95,unconstrained,16,68,68,13,2,53,0.19117647058823528,0.029411764705882353,0.7794117647058824,Deployment
0.95,unconstrained,5,78,78,11,3,64,0.14102564102564102,0.038461538461538464,0.8205128205128205,Deployment
0.95,unconstrained,31,67,67,35,26,6,0.5223880597014925,0.3880597014925373,0.08955223880597014,Design
0.95,unconstrained,27,43,43,1,1,41,0.023255813953488372,0.023255813953488372,0.9534883720930233,Deployment
0.95,unconstrained,6,191,191,10,4,177,0.05235602094240838,0.020942408376963352,0.9267015706806283,Deployment
0.95,unconstrained,9,30,30,6,23,1,0.2,0.7666666666666667,0.03333333333333333,Training
0.95,unconstrained,15,26,26,22,3,1,0.8461538461538461,0.11538461538461539,0.038461538461538464,Design
0.95,unconstrained,20,49,49,18,1,30,0.3673469387755102,0.02040816326530612,0.6122448979591837,Deployment
0.95,unconstrained,7,34,34,21,12,1,0.6176470588235294,0.35294117647058826,0.029411764705882353,Design
0.95,unconstrained,3,106,106,6,0,100,0.05660377358490566,0.0,0.9433962264150944,Deployment
0.95,unconstrained,35,35,35,5,0,30,0.14285714285714285,0.0,0.8571428571428571,Deployment
0.95,unconstrained,38,61,61,2,0,59,0.03278688524590164,0.0,0.9672131147540983,Deployment
0.95,unconstrained,36,45,45,13,20,12,0.28888888888888886,0.4444444444444444,0.26666666666666666,Training
0.95,unconstrained,19,28,28,2,8,18,0.07142857142857142,0.2857142857142857,0.6428571428571429,Deployment
0.95,unconstrained,22,21,21,16,0,5,0.7619047619047619,0.0,0.23809523809523808,Design
0.95,unconstrained,29,36,36,3,1,32,0.08333333333333333,0.027777777777777776,0.8888888888888888,Deployment
0.95,unconstrained,11,22,22,0,1,21,0.0,0.045454545454545456,0.9545454545454546,Deployment
0.95,unconstrained,4,27,27,3,22,2,0.1111111111111111,0.8148148148148148,0.07407407407407407,Training
0.95,unconstrained,24,13,13,6,5,2,0.46153846153846156,0.38461538461538464,0.15384615384615385,Design
0.95,unconstrained,25,17,17,3,14,0,0.17647058823529413,0.8235294117647058,0.0,Training
0.95,unconstrained,26,9,9,1,0,8,0.1111111111111111,0.0,0.8888888888888888,Deployment
0.95,unconstrained,30,3,3,0,0,3,0.0,0.0,1.0,Deployment
0.95,unconstrained,23,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.95,unconstrained,21,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.95,single_risk,15,118,118,14,99,5,0.11864406779661017,0.8389830508474576,0.0423728813559322,Training
0.95,single_risk,21,112,112,46,4,62,0.4107142857142857,0.03571428571428571,0.5535714285714286,Deployment
0.95,single_risk,18,135,135,5,128,2,0.037037037037037035,0.9481481481481482,0.014814814814814815,Training
0.95,single_risk,7,125,125,53,68,4,0.424,0.544,0.032,Training
0.95,single_risk,27,100,100,39,54,7,0.39,0.54,0.07,Training
0.95,single_risk,12,216,216,11,0,205,0.05092592592592592,0.0,0.9490740740740741,Deployment
0.95,single_risk,38,38,38,32,2,4,0.8421052631578947,0.05263157894736842,0.10526315789473684,Design
0.95,single_risk,5,193,193,17,162,14,0.08808290155440414,0.8393782383419689,0.07253886010362694,Training
0.95,single_risk,10,87,87,83,2,2,0.9540229885057471,0.022988505747126436,0.022988505747126436,Design
0.95,single_risk,13,86,86,52,30,4,0.6046511627906976,0.3488372093023256,0.046511627906976744,Design
0.95,single_risk,32,75,75,4,5,66,0.05333333333333334,0.06666666666666667,0.88,Deployment
0.95,single_risk,26,99,99,9,0,90,0.09090909090909091,0.0,0.9090909090909091,Deployment
0.95,single_risk,2,34,34,4,4,26,0.11764705882352941,0.11764705882352941,0.7647058823529411,Deployment
0.95,single_risk,30,64,64,4,2,58,0.0625,0.03125,0.90625,Deployment
0.95,single_risk,3,90,90,16,13,61,0.17777777777777778,0.14444444444444443,0.6777777777777778,Deployment
0.95,single_risk,36,25,25,16,3,6,0.64,0.12,0.24,Design
0.95,single_risk,0,193,193,10,5,178,0.05181347150259067,0.025906735751295335,0.9222797927461139,Deployment
0.95,single_risk,16,66,66,7,3,56,0.10606060606060606,0.045454545454545456,0.8484848484848485,Deployment
0.95,single_risk,14,87,87,42,38,7,0.4827586206896552,0.4367816091954023,0.08045977011494253,Design
0.95,single_risk,9,44,44,1,1,42,0.022727272727272728,0.022727272727272728,0.9545454545454546,Deployment
0.95,single_risk,11,188,188,10,4,174,0.05319148936170213,0.02127659574468085,0.925531914893617,Deployment
0.95,single_risk,1,30,30,22,7,1,0.7333333333333333,0.23333333333333334,0.03333333333333333,Design
0.95,single_risk,28,48,48,18,1,29,0.375,0.020833333333333332,0.6041666666666666,Deployment
0.95,single_risk,8,87,87,3,0,84,0.034482758620689655,0.0,0.9655172413793104,Deployment
0.95,single_risk,24,35,35,5,0,30,0.14285714285714285,0.0,0.8571428571428571,Deployment
0.95,single_risk,39,61,61,2,0,59,0.03278688524590164,0.0,0.9672131147540983,Deployment
0.95,single_risk,17,61,61,15,25,21,0.2459016393442623,0.4098360655737705,0.3442622950819672,Training
0.95,single_risk,29,17,17,0,4,13,0.0,0.23529411764705882,0.7647058823529411,Deployment
0.95,single_risk,6,21,21,13,5,3,0.6190476190476191,0.23809523809523808,0.14285714285714285,Design
0.95,single_risk,19,16,16,12,0,4,0.75,0.0,0.25,Design
0.95,single_risk,34,30,30,4,0,26,0.13333333333333333,0.0,0.8666666666666667,Deployment
0.95,single_risk,20,25,25,3,2,20,0.12,0.08,0.8,Deployment
0.95,single_risk,37,21,21,2,18,1,0.09523809523809523,0.8571428571428571,0.047619047619047616,Training
0.95,single_risk,22,26,26,3,22,1,0.11538461538461539,0.8461538461538461,0.038461538461538464,Training
0.95,single_risk,35,25,25,5,2,18,0.2,0.08,0.72,Deployment
0.95,single_risk,25,15,15,2,13,0,0.13333333333333333,0.8666666666666667,0.0,Training
0.95,single_risk,4,12,12,1,0,11,0.08333333333333333,0.0,0.9166666666666666,Deployment
0.95,single_risk,23,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.95,single_risk,31,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.95,single_risk,33,2,2,0,1,1,0.0,0.5,0.5,Training
0.95,monotonic,14,106,106,8,94,4,0.07547169811320754,0.8867924528301887,0.03773584905660377,Training
0.95,monotonic,4,69,69,42,4,23,0.6086956521739131,0.057971014492753624,0.3333333333333333,Design
0.95,monotonic,25,119,119,6,111,2,0.05042016806722689,0.9327731092436975,0.01680672268907563,Training
0.95,monotonic,2,109,109,41,60,8,0.3761467889908257,0.5504587155963303,0.07339449541284404,Training
0.95,monotonic,30,87,87,40,46,1,0.45977011494252873,0.5287356321839081,0.011494252873563218,Training
0.95,monotonic,12,187,187,10,0,177,0.053475935828877004,0.0,0.946524064171123,Deployment
0.95,monotonic,24,40,40,34,2,4,0.85,0.05,0.1,Design
0.95,monotonic,5,95,95,59,29,7,0.6210526315789474,0.30526315789473685,0.07368421052631578,Design
0.95,monotonic,17,189,189,17,162,10,0.08994708994708994,0.8571428571428571,0.05291005291005291,Training
0.95,monotonic,26,75,75,73,1,1,0.9733333333333334,0.013333333333333334,0.013333333333333334,Design
0.95,monotonic,31,78,78,3,7,68,0.038461538461538464,0.08974358974358974,0.8717948717948718,Deployment
0.95,monotonic,36,96,96,9,0,87,0.09375,0.0,0.90625,Deployment
0.95,monotonic,3,27,27,4,3,20,0.14814814814814814,0.1111111111111111,0.7407407407407407,Deployment
0.95,monotonic,0,128,128,15,2,111,0.1171875,0.015625,0.8671875,Deployment
0.95,monotonic,8,32,32,1,7,24,0.03125,0.21875,0.75,Deployment
0.95,monotonic,21,122,122,5,0,117,0.040983606557377046,0.0,0.9590163934426229,Deployment
0.95,monotonic,6,73,73,11,1,61,0.1506849315068493,0.0136986301369863,0.8356164383561644,Deployment
0.95,monotonic,16,57,57,28,24,5,0.49122807017543857,0.42105263157894735,0.08771929824561403,Design
0.95,monotonic,7,122,122,8,6,108,0.06557377049180328,0.04918032786885246,0.8852459016393442,Deployment
0.95,monotonic,28,71,71,15,8,48,0.2112676056338028,0.11267605633802817,0.676056338028169,Deployment
0.95,monotonic,13,48,48,1,1,46,0.020833333333333332,0.020833333333333332,0.9583333333333334,Deployment
0.95,monotonic,9,184,184,9,4,171,0.04891304347826087,0.021739130434782608,0.9293478260869565,Deployment
0.95,monotonic,10,27,27,19,5,3,0.7037037037037037,0.18518518518518517,0.1111111111111111,Design
0.95,monotonic,15,27,27,22,4,1,0.8148148148148148,0.14814814814814814,0.037037037037037035,Design
0.95,monotonic,39,65,65,1,0,64,0.015384615384615385,0.0,0.9846153846153847,Deployment
0.95,monotonic,11,50,50,19,1,30,0.38,0.02,0.6,Deployment
0.95,monotonic,35,29,29,18,10,1,0.6206896551724138,0.3448275862068966,0.034482758620689655,Design
0.95,monotonic,37,34,34,4,0,30,0.11764705882352941,0.0,0.8823529411764706,Deployment
0.95,monotonic,33,61,61,1,0,60,0.01639344262295082,0.0,0.9836065573770492,Deployment
0.95,monotonic,19,68,68,18,29,21,0.2647058823529412,0.4264705882352941,0.3088235294117647,Training
0.95,monotonic,22,28,28,1,10,17,0.03571428571428571,0.35714285714285715,0.6071428571428571,Deployment
0.95,monotonic,29,8,8,2,0,6,0.25,0.0,0.75,Deployment
0.95,monotonic,1,41,41,15,23,3,0.36585365853658536,0.5609756097560976,0.07317073170731707,Training
0.95,monotonic,20,28,28,4,0,24,0.14285714285714285,0.0,0.8571428571428571,Deployment
0.95,monotonic,18,32,32,2,29,1,0.0625,0.90625,0.03125,Training
0.95,monotonic,34,26,26,3,22,1,0.11538461538461539,0.8461538461538461,0.038461538461538464,Training
0.95,monotonic,32,16,16,2,14,0,0.125,0.875,0.0,Training
0.95,monotonic,38,10,10,6,0,4,0.6,0.0,0.4,Design
0.95,monotonic,23,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.95,monotonic,27,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.95,both,1,175,175,18,152,5,0.10285714285714286,0.8685714285714285,0.02857142857142857,Training
0.95,both,4,109,109,45,4,60,0.41284403669724773,0.03669724770642202,0.5504587155963303,Deployment
0.95,both,20,125,125,5,118,2,0.04,0.944,0.016,Training
0.95,both,3,135,135,60,65,10,0.4444444444444444,0.48148148148148145,0.07407407407407407,Training
0.95,both,12,82,82,36,43,3,0.43902439024390244,0.524390243902439,0.036585365853658534,Training
0.95,both,37,98,98,0,0,98,0.0,0.0,1.0,Deployment
0.95,both,9,63,63,52,2,9,0.8253968253968254,0.031746031746031744,0.14285714285714285,Design
0.95,both,7,107,107,55,44,8,0.514018691588785,0.411214953271028,0.07476635514018691,Design
0.95,both,32,132,132,13,111,8,0.09848484848484848,0.8409090909090909,0.06060606060606061,Training
0.95,both,13,79,79,76,3,0,0.9620253164556962,0.0379746835443038,0.0,Design
0.95,both,34,64,64,3,5,56,0.046875,0.078125,0.875,Deployment
0.95,both,36,23,23,3,3,17,0.13043478260869565,0.13043478260869565,0.7391304347826086,Deployment
0.95,both,33,63,63,4,1,58,0.06349206349206349,0.015873015873015872,0.9206349206349206,Deployment
0.95,both,18,94,94,17,17,60,0.18085106382978725,0.18085106382978725,0.6382978723404256,Deployment
0.95,both,10,132,132,5,0,127,0.03787878787878788,0.0,0.9621212121212122,Deployment
0.95,both,26,89,89,10,0,79,0.11235955056179775,0.0,0.8876404494382022,Deployment
0.95,both,24,74,74,6,3,65,0.08108108108108109,0.04054054054054054,0.8783783783783784,Deployment
0.95,both,17,83,83,38,39,6,0.4578313253012048,0.46987951807228917,0.07228915662650602,Training
0.95,both,5,114,114,8,6,100,0.07017543859649122,0.05263157894736842,0.8771929824561403,Deployment
0.95,both,19,47,47,1,1,45,0.02127659574468085,0.02127659574468085,0.9574468085106383,Deployment
0.95,both,11,178,178,9,3,166,0.05056179775280899,0.016853932584269662,0.9325842696629213,Deployment
0.95,both,2,24,24,15,6,3,0.625,0.25,0.125,Design
0.95,both,0,25,25,17,4,4,0.68,0.16,0.16,Design
0.95,both,16,34,34,5,1,28,0.14705882352941177,0.029411764705882353,0.8235294117647058,Deployment
0.95,both,6,152,152,10,0,142,0.06578947368421052,0.0,0.9342105263157895,Deployment
0.95,both,38,51,51,18,1,32,0.35294117647058826,0.0196078431372549,0.6274509803921569,Deployment
0.95,both,28,34,34,4,0,30,0.11764705882352941,0.0,0.8823529411764706,Deployment
0.95,both,15,61,61,2,0,59,0.03278688524590164,0.0,0.9672131147540983,Deployment
0.95,both,14,49,49,15,21,13,0.30612244897959184,0.42857142857142855,0.2653061224489796,Training
0.95,both,35,24,24,0,8,16,0.0,0.3333333333333333,0.6666666666666666,Deployment
0.95,both,30,8,8,2,0,6,0.25,0.0,0.75,Deployment
0.95,both,22,34,34,6,1,27,0.17647058823529413,0.029411764705882353,0.7941176470588235,Deployment
0.95,both,29,6,6,1,0,5,0.16666666666666666,0.0,0.8333333333333334,Deployment
0.95,both,31,26,26,3,22,1,0.11538461538461539,0.8461538461538461,0.038461538461538464,Training
0.95,both,39,19,19,2,16,1,0.10526315789473684,0.8421052631578947,0.05263157894736842,Training
0.95,both,8,26,26,6,1,19,0.23076923076923078,0.038461538461538464,0.7307692307692307,Deployment
0.95,both,21,8,8,4,4,0,0.5,0.5,0.0,Design
0.95,both,25,16,16,2,14,0,0.125,0.875,0.0,Training
0.95,both,23,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.95,both,27,5,5,0,2,3,0.0,0.4,0.6,Deployment
