edge_config,mode,node_type,cluster_id,year_min,year_max,year_range,year_mean,year_median,n_nodes_with_year,cluster_size
EDGE,unconstrained,intervention,36,2006,2023,17,2020.1538461538462,2021.0,65,65
EDGE,unconstrained,intervention,18,1994,2022,28,2018.2121212121212,2019.0,99,99
EDGE,unconstrained,intervention,3,2009,2023,14,2020.8652849740934,2022.0,193,195
EDGE,unconstrained,intervention,8,2013,2023,10,2020.3867924528302,2021.0,106,106
EDGE,unconstrained,intervention,33,2018,2023,5,2020.2,2019.5,10,10
EDGE,unconstrained,intervention,6,2012,2023,11,2019.530864197531,2019.0,81,81
EDGE,unconstrained,intervention,1,2019,2023,4,2022.1818181818182,2023.0,44,44
EDGE,unconstrained,intervention,13,2008,2023,15,2020.6629213483145,2021.0,178,180
EDGE,unconstrained,intervention,27,2010,2023,13,2019.962962962963,2020.0,27,27
EDGE,unconstrained,intervention,21,2002,2022,20,2017.4074074074074,2019.0,27,27
EDGE,unconstrained,intervention,11,2010,2023,13,2016.5869565217392,2016.5,46,47
EDGE,unconstrained,intervention,14,2012,2023,11,2019.984375,2020.0,64,64
EDGE,unconstrained,intervention,7,2014,2023,9,2020.5862068965516,2021.0,87,88
EDGE,unconstrained,intervention,24,2018,2023,5,2022.28125,2023.0,32,36
EDGE,unconstrained,intervention,37,2006,2022,16,2018.9756097560976,2019.0,41,41
EDGE,unconstrained,intervention,12,2014,2023,9,2020.7272727272727,2022.0,11,11
EDGE,unconstrained,intervention,20,2014,2023,9,2020.1538461538462,2020.5,26,26
EDGE,unconstrained,intervention,0,2012,2023,11,2020.75,2022.0,24,24
EDGE,unconstrained,intervention,38,2012,2023,11,2020.0,2020.0,17,17
EDGE,unconstrained,intervention,26,2013,2023,10,2018.25,2019.0,16,16
EDGE,unconstrained,intervention,34,2013,2022,9,2018.0,2018.5,6,6
EDGE,unconstrained,intervention,25,2013,2023,10,2020.5555555555557,2021.0,36,36
EDGE,unconstrained,intervention,35,2016,2023,7,2020.3333333333333,2020.0,36,36
EDGE,unconstrained,intervention,29,2013,2023,10,2019.5652173913043,2020.0,23,23
EDGE,unconstrained,intervention,31,2015,2022,7,2020.7058823529412,2022.0,17,17
EDGE,unconstrained,intervention,28,2013,2022,9,2018.4615384615386,2020.0,13,13
EDGE,unconstrained,intervention,23,2022,2022,0,2022.0,2022.0,6,6
EDGE,unconstrained,all_concepts,11,2008,2023,15,2019.231527093596,2020.0,406,406
EDGE,unconstrained,all_concepts,4,2002,2023,21,2016.9325153374234,2017.0,326,326
EDGE,unconstrained,all_concepts,34,2010,2023,13,2018.8895705521472,2020.0,163,163
EDGE,unconstrained,all_concepts,8,2006,2023,17,2019.7473684210527,2021.0,475,475
EDGE,unconstrained,all_concepts,16,2012,2023,11,2020.4941520467837,2022.0,342,346
EDGE,unconstrained,all_concepts,39,2018,2023,5,2022.0833333333333,2023.0,108,126
EDGE,unconstrained,all_concepts,36,2006,2023,17,2020.7394736842105,2022.0,380,380
EDGE,unconstrained,all_concepts,2,2012,2023,11,2021.9,2022.0,530,530
EDGE,unconstrained,all_concepts,5,2002,2023,21,2018.8517823639775,2019.0,533,533
EDGE,unconstrained,all_concepts,32,2017,2023,6,2019.7407407407406,2020.0,27,27
EDGE,unconstrained,all_concepts,14,2009,2023,14,2020.712888888889,2022.0,1125,1139
EDGE,unconstrained,all_concepts,30,2010,2023,13,2020.7962962962963,2021.0,162,162
EDGE,unconstrained,all_concepts,37,2008,2023,15,2020.7470930232557,2022.0,344,344
EDGE,unconstrained,all_concepts,22,2006,2023,17,2019.8443113772455,2022.0,668,668
EDGE,unconstrained,all_concepts,3,2012,2023,11,2020.1595547309832,2021.0,539,539
EDGE,unconstrained,all_concepts,20,2012,2023,11,2019.3983050847457,2020.0,472,472
EDGE,unconstrained,all_concepts,9,2010,2023,13,2019.878698224852,2020.0,676,677
EDGE,unconstrained,all_concepts,6,2006,2023,17,2019.7306122448979,2020.0,490,490
EDGE,unconstrained,all_concepts,17,2010,2023,13,2020.2322580645161,2022.0,155,155
EDGE,unconstrained,all_concepts,1,2011,2023,12,2019.4857651245552,2020.0,562,562
EDGE,unconstrained,all_concepts,0,2003,2023,20,2020.9362549800796,2022.0,251,251
EDGE,unconstrained,all_concepts,28,2014,2023,9,2021.2696629213483,2022.0,89,89
EDGE,unconstrained,all_concepts,10,2006,2023,17,2019.3782894736842,2020.0,912,913
EDGE,unconstrained,all_concepts,19,2010,2023,13,2019.7760814249364,2020.0,393,393
EDGE,unconstrained,all_concepts,15,2010,2023,13,2019.9056603773586,2020.0,159,159
EDGE,unconstrained,all_concepts,13,2006,2023,17,2021.5633802816901,2023.0,284,284
EDGE,unconstrained,all_concepts,18,2005,2023,18,2019.5077519379845,2021.0,258,258
EDGE,unconstrained,all_concepts,7,2010,2023,13,2019.8634686346863,2020.0,271,271
EDGE,unconstrained,all_concepts,24,2008,2023,15,2021.2300884955753,2022.0,113,113
EDGE,unconstrained,all_concepts,23,2006,2023,17,2020.340909090909,2021.0,44,44
EDGE,unconstrained,all_concepts,21,2011,2023,12,2020.8059701492537,2021.0,201,201
EDGE,unconstrained,all_concepts,31,2013,2021,8,2017.6875,2017.0,16,16
EDGE,unconstrained,all_concepts,12,2010,2023,13,2018.3529411764705,2019.0,34,38
EDGE,unconstrained,all_concepts,27,2003,2023,20,2015.6666666666667,2018.0,24,24
EDGE,unconstrained,all_concepts,33,2015,2023,8,2020.2272727272727,2020.5,22,22
EDGE,unconstrained,all_concepts,35,2002,2023,21,2019.0535714285713,2020.0,56,56
EDGE,unconstrained,all_concepts,38,2016,2022,6,2020.0227272727273,2020.0,44,44
EDGE,unconstrained,all_concepts,26,2017,2023,6,2020.513888888889,2020.0,72,72
EDGE,unconstrained,all_concepts,25,2020,2022,2,2021.2857142857142,2022.0,14,14
EDGE,unconstrained,all_concepts,29,2023,2023,0,2023.0,2023.0,1,1
EDGE,unconstrained,problem_analysis,4,2006,2023,17,2019.148148148148,2019.0,108,108
EDGE,unconstrained,problem_analysis,32,2006,2023,17,2019.7910447761194,2021.0,67,67
EDGE,unconstrained,problem_analysis,13,2003,2023,20,2017.7608695652175,2018.5,46,46
EDGE,unconstrained,problem_analysis,14,2010,2023,13,2019.9074074074074,2020.0,54,54
EDGE,unconstrained,problem_analysis,21,2013,2023,10,2020.6206896551723,2021.0,58,58
EDGE,unconstrained,problem_analysis,28,2013,2023,10,2019.7066666666667,2021.0,75,75
EDGE,unconstrained,problem_analysis,12,2006,2023,17,2019.909090909091,2022.0,176,176
EDGE,unconstrained,problem_analysis,36,2013,2023,10,2020.8139534883721,2022.0,86,87
EDGE,unconstrained,problem_analysis,5,2009,2023,14,2020.1522842639595,2021.0,197,197
EDGE,unconstrained,problem_analysis,10,2010,2023,13,2019.28,2019.0,75,75
EDGE,unconstrained,problem_analysis,25,2012,2023,11,2018.9411764705883,2019.0,51,51
EDGE,unconstrained,problem_analysis,38,2015,2023,8,2020.2459016393443,2021.0,61,61
EDGE,unconstrained,problem_analysis,19,2014,2023,9,2019.8910891089108,2020.0,101,101
EDGE,unconstrained,problem_analysis,34,2006,2023,17,2019.4594594594594,2020.0,74,74
EDGE,unconstrained,problem_analysis,23,2011,2023,12,2018.483870967742,2019.0,31,31
EDGE,unconstrained,problem_analysis,20,2012,2023,11,2020.7701149425288,2022.0,87,87
EDGE,unconstrained,problem_analysis,35,2014,2023,9,2020.9473684210527,2022.0,114,117
EDGE,unconstrained,problem_analysis,31,2010,2023,13,2020.6379310344828,2021.0,58,58
EDGE,unconstrained,problem_analysis,0,2003,2023,20,2018.7589285714287,2019.0,112,112
EDGE,unconstrained,problem_analysis,26,2010,2023,13,2021.2235294117647,2022.0,85,89
EDGE,unconstrained,problem_analysis,8,2009,2022,13,2019.6162790697674,2020.0,86,86
EDGE,unconstrained,problem_analysis,27,2014,2023,9,2019.5652173913043,2020.5,46,46
EDGE,unconstrained,problem_analysis,17,2014,2023,9,2020.7837837837837,2022.0,37,37
EDGE,unconstrained,problem_analysis,33,2018,2023,5,2021.0,2021.5,20,20
EDGE,unconstrained,problem_analysis,9,2015,2023,8,2020.8275862068965,2022.0,87,87
EDGE,unconstrained,problem_analysis,37,2014,2022,8,2017.88,2018.0,25,26
EDGE,unconstrained,problem_analysis,16,2017,2023,6,2021.5714285714287,2023.0,49,49
EDGE,unconstrained,problem_analysis,1,2013,2023,10,2019.4655172413793,2021.0,58,58
EDGE,unconstrained,problem_analysis,2,2019,2023,4,2022.5641025641025,2023.0,39,39
EDGE,unconstrained,problem_analysis,24,2011,2023,12,2019.8275862068965,2020.0,29,29
EDGE,unconstrained,problem_analysis,6,2010,2023,13,2019.75,2020.5,24,24
EDGE,unconstrained,problem_analysis,18,2014,2023,9,2020.53125,2021.0,32,32
EDGE,unconstrained,problem_analysis,11,2015,2023,8,2020.2424242424242,2020.0,66,66
EDGE,unconstrained,problem_analysis,7,2010,2023,13,2021.654761904762,2022.0,84,84
EDGE,unconstrained,problem_analysis,22,2015,2023,8,2019.590909090909,2020.0,22,22
EDGE,unconstrained,problem_analysis,3,2014,2023,9,2020.6451612903227,2021.0,31,31
EDGE,unconstrained,problem_analysis,15,2014,2023,9,2018.4545454545455,2018.0,11,11
EDGE,unconstrained,problem_analysis,29,2002,2023,21,2018.9767441860465,2020.0,43,43
EDGE,unconstrained,problem_analysis,39,2011,2022,11,2019.0,2020.0,10,10
EDGE,unconstrained,problem_analysis,30,2021,2023,2,2022.0,2022.0,7,7
EDGE,unconstrained,theoretical_insight,24,2006,2022,16,2017.5384615384614,2018.0,26,26
EDGE,unconstrained,theoretical_insight,39,2018,2023,5,2021.95,2023.0,20,23
EDGE,unconstrained,theoretical_insight,32,2012,2023,11,2020.6184210526317,2022.0,76,78
EDGE,unconstrained,theoretical_insight,3,2014,2023,9,2020.953488372093,2022.0,43,43
EDGE,unconstrained,theoretical_insight,9,2010,2023,13,2019.3703703703704,2020.0,81,81
EDGE,unconstrained,theoretical_insight,15,2011,2023,12,2020.328125,2022.0,128,128
EDGE,unconstrained,theoretical_insight,33,2009,2023,14,2020.1081081081081,2021.0,37,37
EDGE,unconstrained,theoretical_insight,11,2009,2023,14,2020.2478632478633,2021.0,117,117
EDGE,unconstrained,theoretical_insight,1,2012,2023,11,2020.122950819672,2021.0,122,122
EDGE,unconstrained,theoretical_insight,12,2010,2023,13,2019.4891304347825,2020.0,92,92
EDGE,unconstrained,theoretical_insight,4,2012,2023,11,2020.4375,2020.0,96,96
